StartedOn,FinishedOn,RequestedEnergy,EnergyDelivered,Protocol,PaymentType,PricePolicyRef,CostPerKWh,SessionCost,BonusPointsRedeemed,BonusPointsGained,VehicleID,StationPointID,ProviderID
2020/02/11 3:26:24,2020/02/11 4:53:14,NULL,25.6,OCHP,Credit Card,Fast Pro,0.16,2.63,147,25,13,190,2
2020/05/21 7:55:47,2020/05/21 8:45:48,18.8,17.9,OCPI,Credit Card,Standard,0.1,1.2,59,17,34,34,4
2020/01/14 0:24:26,2020/01/14 2:32:37,NULL,32.8,OCPI,Credit Card,Fast Pro,0.16,5.25,0,32,16,80,5
2020/01/29 2:42:28,2020/01/29 4:22:56,NULL,14.8,OpenADR,Credit Card,Fast Pro,0.16,2.37,0,14,26,188,3
2020/09/01 17:56:31,2020/09/01 18:43:19,NULL,29.2,OpenADR,Credit Card,Discount,0.08,2.34,0,29,27,45,2
2020/09/29 6:37:12,2020/09/29 7:15:53,NULL,31.8,OCHP,Credit Card,Discount,0.08,2.54,0,31,29,105,1
2020/07/18 8:16:18,2020/07/18 10:20:37,34.4,35.1,OCHP,Credit Card,Standard,0.1,3.51,0,35,19,57,4
2020/05/14 18:52:35,2020/05/14 19:8:50,30.2,30.0,ISO15118,Credit Card,Discount,0.08,1.47,93,30,15,193,1
2020/02/09 18:53:38,2020/02/09 20:35:48,20.4,19.4,OICP,Credit Card,Fast Pro,0.16,1.88,122,19,33,22,1
2020/07/31 8:24:29,2020/07/31 9:51:3,32.5,33.3,OICP,Credit Card,Discount,0.08,2.66,0,33,28,31,3
2020/04/26 1:26:56,2020/04/26 3:52:5,NULL,22.9,OpenADR,Credit Card,Discount,0.08,1.83,0,22,28,151,2
2020/12/09 2:12:18,2020/12/09 4:53:42,NULL,16.0,OCCP,Credit Card,Fast Pro,0.16,2.56,0,16,11,26,2
2020/06/04 11:21:26,2020/06/04 12:10:17,25.6,26.4,OpenADR,Credit Card,Standard,0.1,2.64,0,26,2,50,4
2020/02/09 0:50:43,2020/02/09 1:41:0,NULL,36.0,ISO15118,Credit Card,Discount,0.08,2.26,62,36,4,164,2
2020/05/24 18:56:21,2020/05/24 19:47:22,29.3,30.2,OCCP,Credit Card,Standard,0.1,3.02,0,30,30,177,4
2020/02/01 3:22:49,2020/02/01 5:35:2,NULL,19.4,OpenADR,Credit Card,Standard,0.1,1.94,0,19,17,168,2
2020/05/20 3:37:42,2020/05/20 4:20:36,NULL,25.8,ISO15118,Credit Card,Discount,0.08,2.06,0,25,21,65,5
2020/04/29 2:31:35,2020/04/29 4:40:5,NULL,36.2,OCCP,Credit Card,Discount,0.08,2.9,0,36,11,50,5
2020/03/14 2:45:15,2020/03/14 3:4:43,20.5,19.5,OICP,Credit Card,Fast Pro,0.16,1.35,177,19,11,168,5
2020/08/17 11:35:53,2020/08/17 12:12:34,32.2,33.1,ISO15118,Credit Card,Standard,0.1,3.31,0,33,33,118,3
2020/09/14 5:3:5,2020/09/14 7:40:1,35.1,35.7,OCCP,Credit Card,Discount,0.08,1.55,131,35,22,32,1
2020/12/16 10:50:5,2020/12/16 12:24:24,30.0,29.6,ISO15118,Credit Card,Fast Pro,0.16,4.74,0,29,23,58,5
2020/11/24 17:6:30,2020/11/24 19:26:10,32.9,32.1,OCHP,Credit Card,Standard,0.1,1.77,144,32,20,126,3
2020/02/18 7:35:24,2020/02/18 8:7:2,NULL,26.6,OCCP,Credit Card,Standard,0.1,2.66,0,26,26,190,4
2020/04/02 10:1:10,2020/04/02 12:40:56,NULL,27.8,ISO15118,Credit Card,Standard,0.1,2.78,0,27,27,186,2
2020/06/10 15:8:2,2020/06/10 16:7:43,21.2,21.6,OCCP,Credit Card,Standard,0.1,2.16,0,21,10,91,5
2020/02/26 11:35:17,2020/02/26 12:52:31,17.4,17.4,OCCP,Credit Card,Standard,0.1,1.74,0,17,24,88,1
2020/07/13 19:40:41,2020/07/13 20:19:8,15.5,16.0,OICP,Credit Card,Fast Pro,0.16,2.56,0,16,11,6,3
2020/03/19 16:39:23,2020/03/19 17:49:13,28.7,27.8,OCHP,Credit Card,Fast Pro,0.16,4.45,0,27,18,60,5
2020/09/21 10:13:28,2020/09/21 12:4:16,NULL,21.3,OICP,Credit Card,Standard,0.1,2.13,0,21,30,71,3
2020/05/20 3:46:39,2020/05/20 4:41:54,NULL,23.1,OICP,Credit Card,Standard,0.1,2.31,0,23,14,171,2
2020/03/22 15:42:25,2020/03/22 17:14:28,28.6,28.1,OCHP,Credit Card,Discount,0.08,2.25,0,28,3,72,2
2020/04/03 9:29:33,2020/04/03 10:58:48,NULL,18.8,ISO15118,Credit Card,Standard,0.1,1.88,0,18,19,183,2
2020/06/21 3:42:53,2020/06/21 5:21:56,17.2,17.2,OCCP,Credit Card,Fast Pro,0.16,2.75,0,17,12,125,4
2020/10/01 5:31:0,2020/10/01 7:12:37,NULL,19.1,OCCP,Credit Card,Discount,0.08,1.53,0,19,1,18,3
2020/06/08 10:57:15,2020/06/08 12:1:24,15.8,16.5,OCHP,Credit Card,Fast Pro,0.16,2.19,45,16,32,153,2
2020/01/22 7:47:36,2020/01/22 8:43:27,24.1,24.2,OpenADR,Credit Card,Fast Pro,0.16,3.81,6,24,15,39,5
2020/10/13 2:56:52,2020/10/13 4:40:48,NULL,22.0,OCCP,Credit Card,Discount,0.08,1.76,0,22,31,150,5
2020/05/24 11:9:56,2020/05/24 12:21:18,37.4,38.1,OICP,Credit Card,Fast Pro,0.16,6.1,0,38,30,16,5
2020/11/26 10:3:12,2020/11/26 12:30:5,NULL,19.7,ISO15118,Credit Card,Standard,0.1,1.97,0,19,10,168,3
2020/03/13 17:14:41,2020/03/13 18:46:38,20.5,20.6,ISO15118,Credit Card,Fast Pro,0.16,3.3,0,20,18,38,4
2020/07/30 14:3:22,2020/07/30 16:28:52,NULL,19.3,OCHP,Credit Card,Discount,0.08,1.54,0,19,33,194,2
2020/03/16 5:21:25,2020/03/16 6:54:8,NULL,33.8,OICP,Credit Card,Standard,0.1,3.38,0,33,18,79,5
2020/04/07 5:13:4,2020/04/07 6:29:6,16.3,15.6,OCCP,Credit Card,Standard,0.1,1.56,0,15,17,93,5
2020/11/09 19:58:54,2020/11/09 20:27:2,15.1,14.6,OCPI,Credit Card,Standard,0.1,1.46,0,14,30,60,4
2020/09/27 9:29:32,2020/09/27 11:4:18,NULL,27.7,OpenADR,Credit Card,Discount,0.08,2.22,0,27,32,187,4
2020/07/29 10:18:57,2020/07/29 11:32:58,NULL,29.5,OCCP,Credit Card,Fast Pro,0.16,4.72,0,29,25,71,1
2020/04/15 19:7:33,2020/04/15 20:19:47,22.8,23.1,OpenADR,Credit Card,Standard,0.1,2.31,0,23,15,190,5
2020/11/29 7:44:0,2020/11/29 9:51:52,27.1,27.8,OICP,Credit Card,Discount,0.08,2.22,0,27,20,57,1
2020/09/18 13:42:57,2020/09/18 15:46:36,NULL,29.2,OCHP,Credit Card,Standard,0.1,2.92,0,29,6,68,2
2020/01/14 19:36:18,2020/01/14 21:2:49,NULL,33.9,OCHP,Credit Card,Discount,0.08,2.71,0,33,5,168,3
2020/10/24 11:58:0,2020/10/24 12:55:23,NULL,19.4,ISO15118,Credit Card,Fast Pro,0.16,2.47,63,19,9,16,4
2020/07/24 16:8:32,2020/07/24 17:16:14,34.0,34.8,OCCP,Credit Card,Standard,0.1,1.68,180,34,18,134,3
2020/11/14 9:52:18,2020/11/14 10:19:26,16.8,16.5,ISO15118,Credit Card,Fast Pro,0.16,2.64,0,16,32,104,1
2020/11/26 10:50:42,2020/11/26 12:0:57,NULL,17.0,OpenADR,Credit Card,Standard,0.1,1.7,0,17,18,27,1
2020/04/04 5:55:53,2020/04/04 7:13:45,21.9,22.0,OCHP,Credit Card,Military,0.04,0.88,0,22,23,175,2
2020/05/24 15:32:30,2020/05/24 16:27:9,NULL,27.8,OpenADR,Credit Card,Fast Pro,0.16,2.79,166,27,11,16,5
2020/08/04 14:51:11,2020/08/04 15:55:38,27.9,27.5,OICP,Credit Card,Military,0.04,0.68,42,27,17,161,2
2020/10/06 16:50:47,2020/10/06 17:21:12,15.9,15.9,OCPI,Credit Card,Discount,0.08,1.27,0,15,10,66,1
2020/02/21 5:48:42,2020/02/21 6:29:15,30.7,30.2,OCCP,Credit Card,Discount,0.08,1.43,99,30,28,30,3
2020/03/12 3:27:31,2020/03/12 4:21:37,17.6,18.0,OICP,Credit Card,Standard,0.1,1.8,0,18,30,115,3
2020/03/09 19:56:46,2020/03/09 21:45:53,NULL,36.8,OCCP,Credit Card,Fast Pro,0.16,5.89,0,36,26,93,2
2020/05/06 11:43:14,2020/05/06 12:4:19,18.8,19.6,OCHP,Credit Card,Discount,0.08,1.57,0,19,12,73,2
2020/03/22 4:58:35,2020/03/22 5:55:16,NULL,35.9,OCCP,Credit Card,Fast Pro,0.16,5.74,0,35,33,72,4
2020/11/23 13:6:5,2020/11/23 15:19:53,NULL,15.4,OpenADR,Credit Card,Standard,0.1,1.07,47,15,12,188,1
2020/04/29 19:13:0,2020/04/29 21:12:56,NULL,21.6,OCCP,Credit Card,Standard,0.1,2.16,0,21,8,81,1
2020/06/21 18:19:0,2020/06/21 20:53:45,32.3,32.5,OICP,Credit Card,Discount,0.08,2.6,0,32,16,85,1
2020/07/26 8:36:7,2020/07/26 9:33:19,21.9,20.9,OCPI,Credit Card,Military,0.04,0.84,0,20,15,143,2
2020/06/05 15:7:0,2020/06/05 16:19:54,NULL,25.1,ISO15118,Credit Card,Fast Pro,0.16,4.02,0,25,20,92,5
2020/08/24 8:45:1,2020/08/24 9:38:33,NULL,31.0,OCHP,Credit Card,Standard,0.1,1.12,198,31,10,54,1
2020/10/18 16:52:43,2020/10/18 17:1:32,NULL,15.5,OCPI,Credit Card,Standard,0.1,1.55,0,15,9,161,3
2020/07/17 18:34:5,2020/07/17 20:37:53,25.1,25.2,ISO15118,Credit Card,Fast Pro,0.16,4.03,0,25,4,5,2
2020/03/31 4:35:31,2020/03/31 5:14:24,29.8,30.0,OCHP,Credit Card,Discount,0.08,2.4,0,30,29,197,1
2020/08/07 8:20:32,2020/08/07 9:53:0,NULL,24.5,OCCP,Credit Card,Fast Pro,0.16,3.92,0,24,24,116,5
2020/07/29 15:38:0,2020/07/29 17:48:40,NULL,35.2,OCCP,Credit Card,Standard,0.1,3.52,0,35,1,11,2
2020/10/25 17:20:23,2020/10/25 19:44:14,NULL,20.3,OCHP,Credit Card,Fast Pro,0.16,3.25,0,20,2,142,3
2020/01/06 9:57:51,2020/01/06 11:44:9,30.7,31.3,ISO15118,Credit Card,Fast Pro,0.16,3.58,143,31,26,144,1
2020/08/16 5:49:35,2020/08/16 7:41:18,NULL,18.3,OCPI,Credit Card,Standard,0.1,-0.01,184,18,5,23,1
2020/07/02 3:1:0,2020/07/02 5:40:13,NULL,35.3,OCHP,Credit Card,Fast Pro,0.16,5.65,0,35,19,113,5
2020/12/05 13:31:17,2020/12/05 15:22:30,NULL,23.2,OICP,Credit Card,Military,0.04,0.93,0,23,15,17,1
2020/05/06 19:37:30,2020/05/06 20:55:19,NULL,25.0,OICP,Credit Card,Fast Pro,0.16,4.0,0,25,27,20,3
2020/09/26 1:45:8,2020/09/26 2:51:0,27.6,26.8,ISO15118,Credit Card,Discount,0.08,0.65,149,26,28,162,3
2020/11/03 4:12:13,2020/11/03 5:34:50,23.3,22.6,OCCP,Credit Card,Military,0.04,0.7,20,22,3,10,3
2020/04/19 12:52:14,2020/04/19 13:18:22,20.9,20.0,ISO15118,Credit Card,Standard,0.1,0.42,158,20,30,75,5
2020/02/10 13:34:48,2020/02/10 15:30:10,NULL,24.9,OCCP,Credit Card,Fast Pro,0.16,2.56,142,24,9,169,4
2020/09/21 7:23:18,2020/09/21 8:1:45,16.1,16.6,OCHP,Credit Card,Standard,0.1,1.66,0,16,30,2,4
2020/06/24 1:8:36,2020/06/24 3:51:15,NULL,18.6,OCHP,Credit Card,Discount,0.08,1.28,21,18,32,83,1
2020/04/13 5:12:34,2020/04/13 7:54:16,16.3,15.9,ISO15118,Credit Card,Fast Pro,0.16,0.59,195,15,4,175,2
2020/11/01 7:2:11,2020/11/01 8:54:27,NULL,29.7,OCCP,Credit Card,Standard,0.1,2.97,0,29,2,31,1
2020/02/16 6:3:20,2020/02/16 8:32:1,NULL,26.9,ISO15118,Credit Card,Discount,0.08,2.15,0,26,2,132,4
2020/05/09 10:13:40,2020/05/09 12:9:10,NULL,28.7,OpenADR,Credit Card,Standard,0.1,2.87,0,28,30,23,3
2020/07/08 16:30:12,2020/07/08 17:31:25,NULL,22.1,OCPI,Credit Card,Standard,0.1,2.21,0,22,30,144,2
2020/08/22 5:36:51,2020/08/22 7:22:35,21.4,21.1,OCPI,Credit Card,Standard,0.1,2.11,0,21,1,124,5
2020/08/16 9:28:26,2020/08/16 11:3:26,34.8,34.8,OpenADR,Credit Card,Standard,0.1,3.48,0,34,27,194,2
2020/01/16 12:26:5,2020/01/16 13:53:31,NULL,15.9,OICP,Credit Card,Discount,0.08,1.27,0,15,23,62,5
2020/04/02 4:44:33,2020/04/02 6:13:6,36.6,37.2,OpenADR,Credit Card,Discount,0.08,2.98,0,37,17,185,5
2020/05/16 5:25:38,2020/05/16 6:8:54,NULL,33.1,OCPI,Credit Card,Standard,0.1,3.31,0,33,28,107,2
2020/07/03 16:23:35,2020/07/03 18:44:24,NULL,26.5,ISO15118,Credit Card,Standard,0.1,2.65,0,26,9,127,4
2020/09/29 9:48:34,2020/09/29 11:19:17,NULL,34.6,OCCP,Credit Card,Standard,0.1,3.46,0,34,30,53,4
2020/12/04 7:8:54,2020/12/04 9:27:5,16.8,16.5,OCCP,Credit Card,Standard,0.1,1.65,0,16,7,48,5
2020/09/25 0:52:5,2020/09/25 1:57:32,22.5,23.0,OCCP,Credit Card,Standard,0.1,2.3,0,23,30,169,4
2020/03/10 2:53:27,2020/03/10 4:21:35,18.8,18.5,OICP,Credit Card,Military,0.04,0.74,0,18,22,151,2
2020/06/22 4:36:28,2020/06/22 5:27:48,NULL,32.6,ISO15118,Credit Card,Standard,0.1,3.19,7,32,17,15,4
2020/11/09 16:50:10,2020/11/09 18:49:56,NULL,36.9,OCHP,Credit Card,Fast Pro,0.16,5.9,0,36,21,103,3
2020/08/11 0:30:41,2020/08/11 1:2:48,NULL,18.0,OCCP,Credit Card,Fast Pro,0.16,2.88,0,18,20,136,2
2020/08/13 13:35:51,2020/08/13 14:53:28,31.6,31.6,OpenADR,Credit Card,Standard,0.1,2.35,81,31,22,76,1
2020/08/21 17:28:9,2020/08/21 19:26:21,NULL,17.8,OCHP,Credit Card,Standard,0.1,1.78,0,17,9,34,2
2020/01/22 10:29:9,2020/01/22 12:38:30,17.6,18.4,OCCP,Credit Card,Discount,0.08,1.47,0,18,25,90,1
2020/08/08 16:22:7,2020/08/08 18:26:52,NULL,24.5,ISO15118,Credit Card,Standard,0.1,2.45,0,24,27,165,5
2020/05/21 17:35:3,2020/05/21 19:54:21,32.0,32.7,OCPI,Credit Card,Discount,0.08,2.62,0,32,18,120,2
2020/07/11 19:29:41,2020/07/11 20:19:23,36.2,36.3,OCPI,Credit Card,Discount,0.08,0.94,196,36,7,79,3
2020/10/23 1:34:29,2020/10/23 3:52:13,28.2,28.8,OCPI,Credit Card,Military,0.04,1.15,0,28,26,95,1
2020/06/27 18:45:15,2020/06/27 19:5:46,NULL,25.1,OCCP,Credit Card,Standard,0.1,2.51,0,25,26,25,1
2020/09/01 0:46:27,2020/09/01 2:19:57,31.9,31.2,OICP,Credit Card,Fast Pro,0.16,4.99,0,31,9,135,4
2020/11/20 19:57:25,2020/11/20 20:34:21,NULL,24.5,ISO15118,Credit Card,Standard,0.1,2.45,0,24,11,43,1
2020/03/21 13:7:11,2020/03/21 15:13:36,NULL,28.8,OCPI,Credit Card,Fast Pro,0.16,4.61,0,28,26,186,3
2020/05/08 0:0:45,2020/05/08 1:41:6,36.9,35.9,OICP,Credit Card,Fast Pro,0.16,5.74,0,35,17,197,3
2020/09/14 18:9:25,2020/09/14 20:58:41,29.9,30.2,OICP,Credit Card,Discount,0.08,2.42,0,30,6,29,2
2020/04/23 13:30:0,2020/04/23 14:36:11,NULL,18.7,OCCP,Credit Card,Fast Pro,0.16,2.15,84,18,22,25,5
2020/08/27 7:38:3,2020/08/27 9:39:32,NULL,24.4,OCCP,Credit Card,Discount,0.08,1.95,0,24,14,57,5
2020/12/16 1:35:12,2020/12/16 2:43:56,37.1,37.9,OICP,Credit Card,Fast Pro,0.16,6.06,0,37,3,108,3
2020/05/01 13:55:9,2020/05/01 15:24:53,NULL,26.7,OCHP,Credit Card,Standard,0.1,1.65,102,26,29,80,1
2020/02/14 14:53:33,2020/02/14 15:12:54,NULL,28.7,OpenADR,Credit Card,Discount,0.08,2.3,0,28,31,174,2
2020/09/14 14:0:43,2020/09/14 16:31:24,20.4,20.0,OICP,Credit Card,Standard,0.1,2.0,0,20,16,57,3
2020/08/22 4:12:36,2020/08/22 5:41:21,NULL,34.9,OICP,Credit Card,Standard,0.1,3.49,0,34,19,99,2
2020/03/08 16:8:10,2020/03/08 17:29:9,NULL,18.7,OICP,Credit Card,Standard,0.1,1.87,0,18,23,91,3
2020/02/07 15:51:17,2020/02/07 16:3:25,16.4,16.7,ISO15118,Credit Card,Standard,0.1,1.67,0,16,23,26,2
2020/11/08 9:39:51,2020/11/08 10:31:5,NULL,24.4,OCPI,Credit Card,Standard,0.1,2.44,0,24,25,130,5
2020/03/15 3:43:15,2020/03/15 5:45:6,NULL,33.0,OCPI,Credit Card,Discount,0.08,2.64,0,33,24,151,4
2020/07/15 13:3:28,2020/07/15 14:25:33,35.3,34.6,OCCP,Credit Card,Fast Pro,0.16,5.54,0,34,5,161,1
2020/06/24 14:57:50,2020/06/24 15:28:5,29.2,29.6,OCCP,Credit Card,Fast Pro,0.16,4.74,0,29,9,100,5
2020/06/24 9:25:14,2020/06/24 10:22:24,28.8,28.3,OCHP,Credit Card,Military,0.04,1.13,0,28,17,22,4
2020/12/09 3:31:57,2020/12/09 4:20:8,32.4,33.2,OCHP,Credit Card,Standard,0.1,3.32,0,33,31,102,1
2020/10/05 14:8:15,2020/10/05 16:23:49,21.0,21.7,OCPI,Credit Card,Fast Pro,0.16,3.17,30,21,25,145,5
2020/05/15 12:38:26,2020/05/15 14:42:35,NULL,32.9,OpenADR,Credit Card,Fast Pro,0.16,5.26,0,32,6,160,2
2020/03/21 14:8:17,2020/03/21 15:33:5,NULL,17.4,ISO15118,Credit Card,Standard,0.1,1.74,0,17,15,195,2
2020/02/10 0:45:23,2020/02/10 1:35:54,21.7,22.3,OCPI,Credit Card,Military,0.04,0.89,0,22,26,187,2
2020/01/02 17:26:51,2020/01/02 19:45:22,NULL,30.5,OCHP,Credit Card,Standard,0.1,1.1,195,30,9,84,4
2020/06/04 13:48:15,2020/06/04 14:18:9,NULL,27.0,OCHP,Credit Card,Standard,0.1,2.7,0,27,33,107,5
2020/10/21 12:57:22,2020/10/21 14:1:0,NULL,19.6,ISO15118,Credit Card,Discount,0.08,1.57,0,19,32,132,3
2020/07/03 7:14:48,2020/07/03 9:40:12,NULL,22.4,OCCP,Credit Card,Discount,0.08,1.33,46,22,10,160,1
2020/02/25 1:17:0,2020/02/25 2:50:14,20.7,20.8,OICP,Credit Card,Discount,0.08,1.66,0,20,7,95,1
2020/06/14 19:8:1,2020/06/14 20:3:5,29.1,28.5,OCPI,Credit Card,Discount,0.08,2.28,0,28,10,7,2
2020/05/15 15:51:26,2020/05/15 16:45:1,32.8,32.3,OICP,Credit Card,Standard,0.1,2.15,108,32,24,145,5
2020/07/29 19:30:37,2020/07/29 21:13:28,NULL,25.1,OCHP,Credit Card,Fast Pro,0.16,2.6,142,25,3,17,1
2020/02/16 16:40:58,2020/02/16 18:15:44,28.5,28.2,OCCP,Credit Card,Discount,0.08,2.05,21,28,15,75,2
2020/01/29 18:55:34,2020/01/29 20:19:18,29.6,29.5,OpenADR,Credit Card,Discount,0.08,2.36,0,29,32,137,5
2020/05/17 16:9:29,2020/05/17 17:2:24,32.3,32.7,OICP,Credit Card,Standard,0.1,3.27,0,32,33,56,4
2020/02/06 10:4:28,2020/02/06 11:56:51,22.1,21.5,OICP,Credit Card,Military,0.04,0.86,0,21,3,66,3
2020/03/08 19:24:45,2020/03/08 20:17:22,NULL,35.1,OpenADR,Credit Card,Standard,0.1,3.51,0,35,4,17,5
2020/10/17 9:5:19,2020/10/17 10:9:19,27.8,27.4,OCPI,Credit Card,Fast Pro,0.16,4.38,0,27,31,91,1
2020/10/22 4:10:57,2020/10/22 5:46:27,16.9,16.3,OCPI,Credit Card,Fast Pro,0.16,2.61,0,16,32,38,4
2020/07/04 17:42:39,2020/07/04 19:33:6,33.6,33.2,OCPI,Credit Card,Military,0.04,1.33,0,33,6,140,4
2020/12/28 3:31:47,2020/12/28 4:6:18,20.3,21.1,OICP,Credit Card,Fast Pro,0.16,3.38,0,21,34,64,4
2020/11/21 3:35:28,2020/11/21 5:43:34,NULL,35.0,ISO15118,Credit Card,Military,0.04,1.2,20,35,28,55,2
2020/11/02 7:26:49,2020/11/02 9:21:17,35.2,35.6,OCHP,Credit Card,Standard,0.1,2.86,70,35,5,72,5
2020/05/23 5:15:51,2020/05/23 7:48:33,36.3,36.6,ISO15118,Credit Card,Standard,0.1,3.55,11,36,23,152,2
2020/10/14 8:21:43,2020/10/14 10:31:53,33.0,32.0,ISO15118,Credit Card,Discount,0.08,2.56,0,32,11,107,2
2020/08/10 6:35:56,2020/08/10 7:27:58,33.5,34.2,OCCP,Credit Card,Standard,0.1,3.42,0,34,23,168,5
2020/10/21 11:34:42,2020/10/21 12:47:47,NULL,26.1,OCHP,Credit Card,Discount,0.08,2.09,0,26,31,43,2
2020/07/30 19:25:56,2020/07/30 21:6:29,NULL,24.5,OCPI,Credit Card,Discount,0.08,1.96,0,24,14,199,5
2020/04/20 15:35:7,2020/04/20 17:43:4,33.1,33.1,OCCP,Credit Card,Standard,0.1,2.58,73,33,20,138,1
2020/10/12 4:29:50,2020/10/12 6:10:42,NULL,26.9,OICP,Credit Card,Discount,0.08,2.15,0,26,9,188,3
2020/11/17 8:19:22,2020/11/17 9:23:52,NULL,21.9,OCCP,Credit Card,Standard,0.1,2.19,0,21,34,128,5
2020/10/13 7:15:55,2020/10/13 8:51:29,NULL,36.0,ISO15118,Credit Card,Fast Pro,0.16,5.76,0,36,16,174,4
2020/11/17 14:19:31,2020/11/17 16:27:10,NULL,21.9,OCHP,Credit Card,Military,0.04,0.88,0,21,3,79,1
2020/06/05 9:57:34,2020/06/05 11:27:45,32.8,33.4,OCCP,Credit Card,Fast Pro,0.16,3.47,187,33,8,11,5
2020/01/26 2:33:53,2020/01/26 3:54:30,30.5,29.7,OICP,Credit Card,Discount,0.08,2.38,0,29,7,43,2
2020/07/11 12:55:52,2020/07/11 14:46:38,18.0,18.9,OpenADR,Credit Card,Discount,0.08,1.29,22,18,3,170,2
2020/03/09 0:13:13,2020/03/09 1:23:56,23.5,23.8,OCPI,Credit Card,Fast Pro,0.16,3.81,0,23,21,80,2
2020/03/20 17:43:1,2020/03/20 19:42:2,NULL,25.8,OCCP,Credit Card,Fast Pro,0.16,4.13,0,25,19,88,4
2020/04/08 3:37:55,2020/04/08 5:26:43,15.9,16.3,ISO15118,Credit Card,Standard,0.1,1.63,0,16,14,169,5
2020/06/05 12:57:54,2020/06/05 13:49:48,17.9,17.8,OpenADR,Credit Card,Discount,0.08,1.42,0,17,5,197,4
2020/08/28 2:34:4,2020/08/28 4:29:50,30.9,30.8,ISO15118,Credit Card,Discount,0.08,2.46,0,30,26,140,3
2020/11/18 7:56:56,2020/11/18 8:53:7,NULL,28.7,OpenADR,Credit Card,Standard,0.1,1.27,160,28,11,176,1
2020/09/04 2:45:12,2020/09/04 3:18:12,23.1,22.6,OCCP,Credit Card,Military,0.04,0.9,0,22,5,146,1
2020/08/08 19:44:3,2020/08/08 20:3:31,15.7,15.0,OCPI,Credit Card,Standard,0.1,0.55,95,15,24,33,4
2020/04/21 11:35:44,2020/04/21 13:56:36,17.6,18.5,OCHP,Credit Card,Standard,0.1,0.38,147,18,29,147,5
2020/04/25 19:36:48,2020/04/25 20:48:42,NULL,34.4,OICP,Credit Card,Discount,0.08,2.75,0,34,4,70,2
2020/10/08 19:8:26,2020/10/08 20:4:18,18.9,18.5,ISO15118,Credit Card,Standard,0.1,1.85,0,18,16,19,5
2020/04/04 6:40:57,2020/04/04 7:38:51,37.2,37.1,ISO15118,Credit Card,Standard,0.1,3.28,43,37,19,198,1
2020/12/04 12:25:56,2020/12/04 13:33:11,22.4,23.1,OCPI,Credit Card,Military,0.04,-0.41,133,23,16,168,2
2020/01/19 19:0:37,2020/01/19 21:55:33,23.0,22.7,OICP,Credit Card,Fast Pro,0.16,3.63,0,22,21,44,1
2020/04/18 7:35:33,2020/04/18 8:45:25,35.9,35.6,OCHP,Credit Card,Military,0.04,1.42,0,35,1,2,3
2020/02/28 17:36:16,2020/02/28 19:44:21,35.4,36.1,OICP,Credit Card,Fast Pro,0.16,5.78,0,36,12,99,3
2020/08/27 13:47:26,2020/08/27 14:14:32,NULL,35.1,OCCP,Credit Card,Standard,0.1,2.81,70,35,14,48,2
2020/05/27 12:47:52,2020/05/27 14:2:42,36.7,35.7,OICP,Credit Card,Standard,0.1,3.57,0,35,34,104,2
2020/10/17 9:1:29,2020/10/17 11:31:32,36.0,35.4,OCPI,Credit Card,Discount,0.08,1.82,101,35,28,32,1
2020/06/01 9:9:29,2020/06/01 11:36:22,37.0,36.4,OCHP,Credit Card,Fast Pro,0.16,5.82,0,36,25,15,4
2020/06/06 11:2:55,2020/06/06 13:58:3,NULL,21.7,OCPI,Credit Card,Military,0.04,0.87,0,21,13,126,3
2020/11/27 2:7:42,2020/11/27 3:58:39,NULL,16.0,OCPI,Credit Card,Standard,0.1,1.6,0,16,17,60,3
2020/04/12 5:4:56,2020/04/12 6:37:14,NULL,15.6,ISO15118,Credit Card,Standard,0.1,0.14,142,15,10,122,2
2020/01/11 12:13:3,2020/01/11 13:45:21,18.3,18.0,OICP,Credit Card,Military,0.04,0.72,0,18,16,110,1
2020/12/29 9:3:48,2020/12/29 11:51:46,NULL,36.9,OCPI,Credit Card,Discount,0.08,2.95,0,36,11,54,3
2020/11/09 4:30:12,2020/11/09 5:30:49,35.3,35.2,OCCP,Credit Card,Fast Pro,0.16,5.63,0,35,25,43,4
2020/03/03 6:56:52,2020/03/03 7:45:26,NULL,30.7,ISO15118,Credit Card,Standard,0.1,3.07,0,30,27,38,1
2020/06/30 13:30:48,2020/06/30 14:15:54,NULL,21.8,OICP,Credit Card,Standard,0.1,0.72,146,21,10,162,5
2020/11/29 6:35:12,2020/11/29 8:57:44,37.1,37.9,OCHP,Credit Card,Standard,0.1,2.45,134,37,25,43,1
2020/10/09 9:28:13,2020/10/09 11:31:39,NULL,19.5,OICP,Credit Card,Fast Pro,0.16,3.12,0,19,5,153,1
2020/10/26 13:36:35,2020/10/26 14:33:31,33.8,34.4,OCPI,Credit Card,Standard,0.1,3.44,0,34,2,178,3
2020/08/15 12:51:19,2020/08/15 13:49:8,25.3,25.6,OCPI,Credit Card,Standard,0.1,2.56,0,25,4,69,2
2020/05/25 14:8:35,2020/05/25 16:1:40,NULL,35.5,OpenADR,Credit Card,Standard,0.1,3.55,0,35,8,9,4
2020/07/12 18:19:7,2020/07/12 19:30:3,NULL,20.9,ISO15118,Credit Card,Standard,0.1,1.82,27,20,7,122,4
2020/03/22 8:19:18,2020/03/22 9:53:38,15.8,15.6,OCPI,Credit Card,Standard,0.1,0.72,84,15,15,83,4
